Item;Category;Price;City;Region;Country
Peppers, tricolor pack;Produce; 1.99;Bangkok;Krung Thep Mahanakhon;Thailand
Lite drink mix (Crystal Lite);Beverages; 1.89;Graysville;Tennessee;United States
Mushrooms;Produce; 0.99;Campeche;Campeche;Mexico
Eggs, large;Dairy; 0.89;Davos;Graubunden;Switzerland
Wheat crackers (triscuit);Snack; 0.99;Santa Fe;Tennessee;United States
Eggs, large;Dairy; 0.89;La Rochelle;Poitou-Charentes;France
L'Oven Fresh white bread;Baked goods; 0.59;Tokyo;Tokyo;Japan
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Milano;Lombardia;Italy
Lettuce, iceberg;Produce; 0.89;Davos;Graubunden;Switzerland
Saltines;Snack; 0.69;Graysville;Tennessee;United States
L'Oven Fresh white bread;Baked goods; 0.59;Sofia;Sofiya;Bulgaria
Single serve fruit/gel bowls;Canned; 1.39;Gafsa;Qafsah;Tunisia
Deluxe topping pizza;Frozen; 1.99;North Grafton;Massachusetts;United States
Peppers, tricolor pack;Produce; 1.99;Tokyo;Tokyo;Japan
Potatoes, Russett;Produce; 0.89;Djerba;Madanin;Tunisia
Applesauce cups (reg/cinnamon);Canned; 0.89;New York;New York;United States
Texas cheese toast;Frozen; 1.49;Blountsville;Alabama;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Tornillo;Texas;United States
Texas cheese toast;Frozen; 1.49;Lone Pine;California;United States
Sweetener packets;Baking; 1.49;Jose Leon Suarez;Buenos Aires;Argentina
Single serve peach cups;Canned; 1.39;Hawkinsville;Georgia;United States
Cheese, Colby brick;Dairy; 1.49;Davos;Graubunden;Switzerland
Sausage, brown/serve;Frozen; 0.99;Beaverton;Michigan;United States
Tissues;Nonfoods; 0.89;Helsinki;Etela-Suomen Laani;Finland
Cheese, Colby brick;Dairy; 1.49;Santiago del Estero;Santiago del Estero;Argentina
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Davos;Graubunden;Switzerland
Beef/bean burrito;Frozen; 0.29;Greymouth;West Coast;New Zealand
Baking soda;Baking; 0.39;Stirling;Scotland;United Kingdom
Sweetener packets;Baking; 1.49;Saratoga;North Carolina;United States
Deluxe topping pizza;Frozen; 1.99;Saratoga;North Carolina;United States
Celery;Produce; 0.99;Houston;Ohio;United States
Single serve peach cups;Canned; 1.39;Rogersville;Alabama;United States
Milk, 2%;Dairy; 2.69;Beaverton;Michigan;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Cologne;Nordrhein-Westfalen;Germany
Cinnamon Grahams;Snack; 0.99;Borden;Indiana;United States
Cat litter, scoopable;Nonfoods; 2.99;West Long Branch;New Jersey;United States
Tissues;Nonfoods; 0.89;Santiago del Estero;Santiago del Estero;Argentina
Potatoes, Russett;Produce; 0.89;Campeche;Campeche;Mexico
Single serve peach cups;Canned; 1.39;Jerusalem;Yerushalayim  (Jerusalem);Israel
Rye bread, seeded;Baked goods; 0.99;Graysville;Tennessee;United States
Sausage, brown/serve;Frozen; 0.99;Chicago;Illinois;United States
Waffles;Frozen; 0.99;Tornillo;Texas;United States
Spoon size shredded wheat;Cereal; 1.69;San Francisco;California;United States
Sweetener packets;Baking; 1.49;Bluff City;Kansas;United States
Sausage, brown/serve;Frozen; 0.99;Herbster;Wisconsin;United States
Rye bread, seeded;Baked goods; 0.99;Stirling;Scotland;United Kingdom
Butter;Dairy; 1.99;Marthaville;Louisiana;United States
Larado paper plates;Nonfoods; 0.89;Hamburg;Arkansas;United States
Peppers, green only;Produce; 1.39;West Long Branch;New Jersey;United States
Saltines;Snack; 0.69;Graysville;Tennessee;United States
Spoon size shredded wheat;Cereal; 1.69;Fengjie;Sichuan;China
Cucumber (large);Produce; 0.49;St Andrews;Scotland;United Kingdom
Sausage, brown/serve;Frozen; 0.99;Cairo;Illinois;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Glendale;Arizona;United States
Baking soda;Baking; 0.39;Kyoto;Kyoto;Japan
Applesauce cups (reg/cinnamon);Canned; 0.89;Thelma;Kentucky;United States
Lettuce, iceberg;Produce; 0.89;Aalestrup;Nordjylland;Denmark
Sweetener packets;Baking; 1.49;Lone Pine;California;United States
Eggs, large;Dairy; 0.89;Mount Hope;Ohio;United States
Sausage, brown/serve;Frozen; 0.99;Beijing;Beijing;China
Cucumber (large);Produce; 0.49;London;Ontario;Canada
Single serve fruit/gel bowls;Canned; 1.39;St Andrews;Scotland;United Kingdom
Baking soda;Baking; 0.39;Thousandsticks;Kentucky;United States
Butter;Dairy; 1.99;Glendale;Arizona;United States
Rye bread, seeded;Baked goods; 0.99;Wellington;Wellington;New Zealand
Deluxe topping pizza;Frozen; 1.99;Davos;Graubunden;Switzerland
Texas cheese toast;Frozen; 1.49;Venlo;Limburg;Netherlands
Single serve peach cups;Canned; 1.39;Las Vegas;Nevada;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Kent City;Michigan;United States
Cucumber (large);Produce; 0.49;West Long Branch;New Jersey;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Madrid;Distrito Capital;Colombia
Potatoes, Russett;Produce; 0.89;Lone Pine;California;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Venlo;Limburg;Netherlands
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Malone;New York;United States
Texas cheese toast;Frozen; 1.49;Chicago;Illinois;United States
Milk, 2%;Dairy; 2.69;Amsterdam;Ohio;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Kyoto;Kyoto;Japan
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Houston;Ohio;United States
Butter;Dairy; 1.99;Moscow;Moskva;Russia
Beef/bean burrito;Frozen; 0.29;Douglas City;California;United States
Sweetener packets;Baking; 1.49;San Francisco;California;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Molodesjnaja;Enderby Land;Antarctica
Belmont chocolate chip cookies;Snack; 1.49;Saratoga;North Carolina;United States
Cucumber (large);Produce; 0.49;London;Ontario;Canada
Mushrooms;Produce; 0.99;Milano;Lombardia;Italy
Peppers, green only;Produce; 1.39;Finlayson;Minnesota;United States
Celery;Produce; 0.99;Cogswell;North Dakota;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;West Long Branch;New Jersey;United States
Peppers, tricolor pack;Produce; 1.99;Amsterdam;Ohio;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Saratoga;North Carolina;United States
Baking soda;Baking; 0.39;Montpellier;Languedoc-Roussillon;France
Single serve fruit/gel bowls;Canned; 1.39;Jose Leon Suarez;Buenos Aires;Argentina
Texas cheese toast;Frozen; 1.49;Plymouth;Tobago;Trinidad and Tobago
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Hechi;Guangxi;China
Sausage, brown/serve;Frozen; 0.99;Kent City;Michigan;United States
Snack crackers (ritz);Snack; 1.29;Paris;Arkansas;United States
Cat litter, scoopable;Nonfoods; 2.99;Mill Creek;Oklahoma;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Helsinki;Etela-Suomen Laani;Finland
Bananas;Produce; 0.33;Wellington;Wellington;New Zealand
Eggs, large;Dairy; 0.89;Blountsville;Alabama;United States
Potatoes, Russett;Produce; 0.89;Santa Fe;Tennessee;United States
L'Oven Fresh white bread;Baked goods; 0.59;Cologne;Nordrhein-Westfalen;Germany
L'Oven Fresh white bread;Baked goods; 0.59;Kent City;Michigan;United States
Butter;Dairy; 1.99;Haslev;Vestsjalland;Denmark
Larado paper plates;Nonfoods; 0.89;Desmet;Idaho;United States
Spoon size shredded wheat;Cereal; 1.69;Houston;Ohio;United States
Potatoes, Russett;Produce; 0.89;Las Vegas;Nevada;United States
Peppers, tricolor pack;Produce; 1.99;Moscow;Moskva;Russia
Lettuce, iceberg;Produce; 0.89;Graysville;Tennessee;United States
Celery;Produce; 0.99;Santiago;Santiago;Dominican Republic
Spoon size shredded wheat;Cereal; 1.69;Las Vegas;Nevada;United States
Belmont chocolate chip cookies;Snack; 1.49;Houston;Ohio;United States
Texas cheese toast;Frozen; 1.49;Hamburg;Arkansas;United States
Cinnamon Grahams;Snack; 0.99;Paris;Ile-De-France;France
Cat litter, scoopable;Nonfoods; 2.99;Trondheim;Sor-Trondelag;Norway
Saltines;Snack; 0.69;Vest;Kentucky;United States
Mushrooms;Produce; 0.99;Wallops Island;Virginia;United States
Belmont chocolate chip cookies;Snack; 1.49;Vest;Kentucky;United States
Baking soda;Baking; 0.39;Douglas City;California;United States
Milk, 2%;Dairy; 2.69;Crooks;South Dakota;United States
Wheat crackers (triscuit);Snack; 0.99;Wallops Island;Virginia;United States
L'Oven Fresh white bread;Baked goods; 0.59;Hamburg;Arkansas;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Ormond Beach;Florida;United States
Rye bread, seeded;Baked goods; 0.99;Paris;Ile-De-France;France
Cucumber (large);Produce; 0.49;San Francisco;California;United States
Tissues;Nonfoods; 0.89;Finlayson;Minnesota;United States
Spoon size shredded wheat;Cereal; 1.69;Malone;New York;United States
Mushrooms;Produce; 0.99;Los Angeles;California;United States
Cat litter, scoopable;Nonfoods; 2.99;Amsterdam;Ohio;United States
Wheat crackers (triscuit);Snack; 0.99;La Rochelle;Poitou-Charentes;France
Pudding mix, choc/vanilla;Baking; 0.29;San Francisco;California;United States
Cucumber (large);Produce; 0.49;London;Ontario;Canada
Tissues;Nonfoods; 0.89;Santiago;Santiago;Dominican Republic
Spoon size shredded wheat;Cereal; 1.69;Cushing;Texas;United States
Mushrooms;Produce; 0.99;Cairo;Illinois;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Beaverton;Michigan;United States
Pudding mix, choc/vanilla;Baking; 0.29;Molodesjnaja;Enderby Land;Antarctica
Butter;Dairy; 1.99;Mount Hope;Ohio;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Douglas City;California;United States
Baking soda;Baking; 0.39;Campeche;Campeche;Mexico
Cat litter, scoopable;Nonfoods; 2.99;Venlo;Limburg;Netherlands
Pudding mix, choc/vanilla;Baking; 0.29;Desmet;Idaho;United States
Pudding mix, choc/vanilla;Baking; 0.29;Meadowlands;Minnesota;United States
Waffles;Frozen; 0.99;Santiago;Santiago;Dominican Republic
Bananas;Produce; 0.33;Barcelona;CataluÒa;Spain
Sweetener packets;Baking; 1.49;Moscow;Moskva;Russia
Texas cheese toast;Frozen; 1.49;Cairo;Illinois;United States
Single serve peach cups;Canned; 1.39;Rogersville;Alabama;United States
Peppers, green only;Produce; 1.39;Los Angeles;California;United States
Eggs, large;Dairy; 0.89;Molodesjnaja;Enderby Land;Antarctica
Broccoli stir fry mixture;Frozen; 0.89;Kent City;Michigan;United States
Eggs, large;Dairy; 0.89;Tornillo;Texas;United States
Rye bread, seeded;Baked goods; 0.99;Madrid;Distrito Capital;Colombia
Milk, 2%;Dairy; 2.69;Victoria Falls;Matabeleland North;Zimbabwe
Rye bread, seeded;Baked goods; 0.99;Malone;New York;United States
Sausage, brown/serve;Frozen; 0.99;Hamburg;Illinois;United States
Milk, 2%;Dairy; 2.69;Kyoto;Kyoto;Japan
Snack crackers (ritz);Snack; 1.29;Finlayson;Minnesota;United States
Deluxe topping pizza;Frozen; 1.99;Santiago del Estero;Santiago del Estero;Argentina
Rye bread, seeded;Baked goods; 0.99;Herbster;Wisconsin;United States
Single serve fruit/gel bowls;Canned; 1.39;Mount Hope;Ohio;United States
Peppers, green only;Produce; 1.39;Hechi;Guangxi;China
Tyson roasted chicken;Meat; 3.99;Haslev;Vestsjalland;Denmark
Larado paper plates;Nonfoods; 0.89;Venlo;Limburg;Netherlands
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Houston;Ohio;United States
Bananas;Produce; 0.33;San Francisco;California;United States
Peppers, tricolor pack;Produce; 1.99;Hamburg;Hamburg;Germany
Cheese, Colby brick;Dairy; 1.49;Meadowlands;Minnesota;United States
Single serve fruit/gel bowls;Canned; 1.39;Franklin Springs;New York;United States
Single serve peach cups;Canned; 1.39;Aalestrup;Nordjylland;Denmark
Saltines;Snack; 0.69;Las Vegas;Nevada;United States
Bananas;Produce; 0.33;Tornillo;Texas;United States
Deluxe topping pizza;Frozen; 1.99;Cairo;Illinois;United States
Sausage, brown/serve;Frozen; 0.99;Vest;Kentucky;United States
Single serve peach cups;Canned; 1.39;London;Ontario;Canada
Waffles;Frozen; 0.99;Aalestrup;Nordjylland;Denmark
Butter;Dairy; 1.99;Eau Galle;Wisconsin;United States
Peppers, green only;Produce; 1.39;Jose Leon Suarez;Buenos Aires;Argentina
Sausage, brown/serve;Frozen; 0.99;San Francisco;California;United States
Snack crackers (ritz);Snack; 1.29;Malone;New York;United States
Spoon size shredded wheat;Cereal; 1.69;Campeche;Campeche;Mexico
Sausage, brown/serve;Frozen; 0.99;Herbster;Wisconsin;United States
Cheese, Colby brick;Dairy; 1.49;Rogersville;Alabama;United States
Deluxe topping pizza;Frozen; 1.99;Moscow;Moskva;Russia
Single serve peach cups;Canned; 1.39;Cattaraugus;New York;United States
Belmont chocolate chip cookies;Snack; 1.49;Helsinki;Etela-Suomen Laani;Finland
Sausage, brown/serve;Frozen; 0.99;Cogswell;North Dakota;United States
L'Oven Fresh white bread;Baked goods; 0.59;Venlo;Limburg;Netherlands
Bananas;Produce; 0.33;Marthaville;Louisiana;United States
Orange juice, not from concentrate;Dairy; 1.99;Beijing;Beijing;China
Mushrooms;Produce; 0.99;Houston;Ohio;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Warsaw;Mazowieckie;Poland
Vegetarian vegetable condensed soup;Canned; 0.43;Bangkok;Krung Thep Mahanakhon;Thailand
Cheese, Colby brick;Dairy; 1.49;Davos;Graubunden;Switzerland
Saltines;Snack; 0.69;Jose Leon Suarez;Buenos Aires;Argentina
Peppers, tricolor pack;Produce; 1.99;Vienna;Georgia;United States
Tyson roasted chicken;Meat; 3.99;Beijing;Beijing;China
Lettuce, iceberg;Produce; 0.89;Wallops Island;Virginia;United States
Wheat crackers (triscuit);Snack; 0.99;Eau Galle;Wisconsin;United States
Belmont chocolate chip cookies;Snack; 1.49;Scarborough;Tobago;Trinidad and Tobago
Applesauce cups (reg/cinnamon);Canned; 0.89;Warsaw;Mazowieckie;Poland
Single serve fruit/gel bowls;Canned; 1.39;St Andrews;Scotland;United Kingdom
Waffles;Frozen; 0.99;Venlo;Limburg;Netherlands
Tissues;Nonfoods; 0.89;Jose Leon Suarez;Buenos Aires;Argentina
Rye bread, seeded;Baked goods; 0.99;Cogswell;North Dakota;United States
Celery;Produce; 0.99;Venlo;Limburg;Netherlands
L'Oven Fresh white bread;Baked goods; 0.59;Warsaw;Mazowieckie;Poland
Baking soda;Baking; 0.39;Hamburg;Illinois;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Mill Creek;Oklahoma;United States
Potatoes, Russett;Produce; 0.89;Finlayson;Minnesota;United States
Cat litter, scoopable;Nonfoods; 2.99;Fengjie;Sichuan;China
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Jose Leon Suarez;Buenos Aires;Argentina
Potatoes, Russett;Produce; 0.89;Eau Galle;Wisconsin;United States
Texas cheese toast;Frozen; 1.49;Stirling;Scotland;United Kingdom
L'Oven Fresh white bread;Baked goods; 0.59;Hamburg;Hamburg;Germany
Tissues;Nonfoods; 0.89;Kent City;Michigan;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Celery;Produce; 0.99;Cushing;Texas;United States
Eggs, large;Dairy; 0.89;St Andrews;Scotland;United Kingdom
Celery;Produce; 0.99;Haslev;Vestsjalland;Denmark
Mushrooms;Produce; 0.99;Paris;Arkansas;United States
Larado paper plates;Nonfoods; 0.89;Gafsa;Qafsah;Tunisia
Spoon size shredded wheat;Cereal; 1.69;Ormond Beach;Florida;United States
Milk, 2%;Dairy; 2.69;Fengjie;Sichuan;China
Applesauce cups (reg/cinnamon);Canned; 0.89;Milano;Lombardia;Italy
Eggs, large;Dairy; 0.89;Warsaw;Mazowieckie;Poland
Cinnamon Grahams;Snack; 0.99;Douglas City;California;United States
Deluxe topping pizza;Frozen; 1.99;Jacksonville;Alabama;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Molodesjnaja;Enderby Land;Antarctica
Peppers, green only;Produce; 1.39;Cogswell;North Dakota;United States
Baking soda;Baking; 0.39;Desmet;Idaho;United States
Bananas;Produce; 0.33;Haslev;Vestsjalland;Denmark
Deluxe topping pizza;Frozen; 1.99;Montpellier;Languedoc-Roussillon;France
Cinnamon Grahams;Snack; 0.99;Port Harcourt;Rivers;Nigeria
Sweetener packets;Baking; 1.49;Haslev;Vestsjalland;Denmark
Waffles;Frozen; 0.99;Roma;Texas;United States
Tyson roasted chicken;Meat; 3.99;Montpellier;Languedoc-Roussillon;France
Cheese, Colby brick;Dairy; 1.49;Montpellier;Languedoc-Roussillon;France
Lite drink mix (Crystal Lite);Beverages; 1.89;Byron;New York;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Holguin;Holguin;Cuba
Mushrooms;Produce; 0.99;Moscow;Moskva;Russia
Sausage, brown/serve;Frozen; 0.99;Thelma;Kentucky;United States
Cinnamon Grahams;Snack; 0.99;North Grafton;Massachusetts;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Campeche;Campeche;Mexico
Bananas;Produce; 0.33;Hamburg;Hamburg;Germany
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Thousandsticks;Kentucky;United States
Texas cheese toast;Frozen; 1.49;Jose Leon Suarez;Buenos Aires;Argentina
Milk, 2%;Dairy; 2.69;Cologne;Nordrhein-Westfalen;Germany
Cheese, Colby brick;Dairy; 1.49;Cologne;Nordrhein-Westfalen;Germany
Waffles;Frozen; 0.99;Meadowlands;Minnesota;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Graysville;Tennessee;United States
Cheese, Colby brick;Dairy; 1.49;Santiago del Estero;Santiago del Estero;Argentina
Sausage, brown/serve;Frozen; 0.99;Campeche;Campeche;Mexico
Beef/bean burrito;Frozen; 0.29;Santiago;Santiago;Dominican Republic
Peppers, tricolor pack;Produce; 1.99;Thelma;Kentucky;United States
Peppers, green only;Produce; 1.39;Santiago del Estero;Santiago del Estero;Argentina
Sweetener packets;Baking; 1.49;Santiago;Santiago;Dominican Republic
Cat litter, scoopable;Nonfoods; 2.99;Warsaw;Mazowieckie;Poland
Mushrooms;Produce; 0.99;Hawkinsville;Georgia;United States
Waffles;Frozen; 0.99;Prudence Island;Rhode Island;United States
Cat litter, scoopable;Nonfoods; 2.99;Paris;Arkansas;United States
Tyson roasted chicken;Meat; 3.99;Jose Leon Suarez;Buenos Aires;Argentina
Waffles;Frozen; 0.99;Paris;Arkansas;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Montpellier;Languedoc-Roussillon;France
Cheese, Colby brick;Dairy; 1.49;Warsaw;Mazowieckie;Poland
Butter;Dairy; 1.99;Santiago del Estero;Santiago del Estero;Argentina
Rye bread, seeded;Baked goods; 0.99;Sliema;Malta;Malta
Sausage, brown/serve;Frozen; 0.99;Paris;Arkansas;United States
Baking soda;Baking; 0.39;Wellington;Wellington;New Zealand
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Las Vegas;Nevada;United States
Beef/bean burrito;Frozen; 0.29;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Bananas;Produce; 0.33;Mount Hope;Ohio;United States
Bananas;Produce; 0.33;Crooks;South Dakota;United States
Peppers, tricolor pack;Produce; 1.99;Los Angeles;California;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Shanghai;Shanghai;China
Lettuce, iceberg;Produce; 0.89;North Grafton;Massachusetts;United States
Sweetener packets;Baking; 1.49;Los Angeles;California;United States
Waffles;Frozen; 0.99;Warsaw;Mazowieckie;Poland
Sausage, brown/serve;Frozen; 0.99;Roxborough;Tobago;Trinidad and Tobago
Pudding mix, choc/vanilla;Baking; 0.29;Sofia;Sofiya;Bulgaria
Lite drink mix (Crystal Lite);Beverages; 1.89;Desmet;Idaho;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Herbster;Wisconsin;United States
Orange juice, not from concentrate;Dairy; 1.99;Hamburg;Arkansas;United States
Sweetener packets;Baking; 1.49;Paris;Arkansas;United States
Single serve peach cups;Canned; 1.39;Beaverton;Michigan;United States
Wheat crackers (triscuit);Snack; 0.99;Santiago;Santiago;Dominican Republic
Pudding mix, choc/vanilla;Baking; 0.29;Davos;Graubunden;Switzerland
